id	file	question	image_url
9103	d3_60_jpg.rf.b9eda54f53726b225ee5c8e12b835c6f	What is the current reading displayed by the multi-cell-battery?	https://rahcode7.github.io/d3_60_jpg.rf.b9eda54f53726b225ee5c8e12b835c6f.jpg
9104	d3_60_jpg.rf.b9eda54f53726b225ee5c8e12b835c6f	What are the value depicted on the resistors?	https://rahcode7.github.io/d3_60_jpg.rf.b9eda54f53726b225ee5c8e12b835c6f.jpg
9105	d3_45_jpg.rf.84a63f7031d46a581a5130e7344b9b98	What numerical value is being shown on the capacitor-unpolarized?	https://rahcode7.github.io/d3_45_jpg.rf.84a63f7031d46a581a5130e7344b9b98.jpg
9106	d3_45_jpg.rf.84a63f7031d46a581a5130e7344b9b98	What are the value depicted on the inductors?	https://rahcode7.github.io/d3_45_jpg.rf.84a63f7031d46a581a5130e7344b9b98.jpg
9107	d3_45_jpg.rf.84a63f7031d46a581a5130e7344b9b98	What is the present reading on the resistor?	https://rahcode7.github.io/d3_45_jpg.rf.84a63f7031d46a581a5130e7344b9b98.jpg
9108	d3_45_jpg.rf.84a63f7031d46a581a5130e7344b9b98	What is the current value indicated on the voltage-dc_ac?	https://rahcode7.github.io/d3_45_jpg.rf.84a63f7031d46a581a5130e7344b9b98.jpg
9109	d1_autockt_-392_png.rf.3579ef4df611fbe8d4fdf8353da79fd3	What does the ammeters read at the moment?	https://rahcode7.github.io/d1_autockt_-392_png.rf.3579ef4df611fbe8d4fdf8353da79fd3.jpg
9110	d1_autockt_-392_png.rf.3579ef4df611fbe8d4fdf8353da79fd3	What are the present reading on the resistors?	https://rahcode7.github.io/d1_autockt_-392_png.rf.3579ef4df611fbe8d4fdf8353da79fd3.jpg
9111	d1_electrical_249_png.rf.10d1306e0216e4bd3f3d07ece4fa973e	What is the current value indicated on the inductor?	https://rahcode7.github.io/d1_electrical_249_png.rf.10d1306e0216e4bd3f3d07ece4fa973e.jpg
9112	d1_electrical_249_png.rf.10d1306e0216e4bd3f3d07ece4fa973e	Can you provide the current measurement given by the resistors?	https://rahcode7.github.io/d1_electrical_249_png.rf.10d1306e0216e4bd3f3d07ece4fa973e.jpg
9113	d1_275_png.rf.56d6713565db896289f1661e473bb457	What are the current value indicated on the resistors?	https://rahcode7.github.io/d1_275_png.rf.56d6713565db896289f1661e473bb457.jpg
9114	d3_IMG_5698_jpg.rf.404d820d2dfee7aa8dbe54f86c7dbac4	Could you share the current reading that the resistors shows?	https://rahcode7.github.io/d3_IMG_5698_jpg.rf.404d820d2dfee7aa8dbe54f86c7dbac4.jpg
9115	d3_IMG_5698_jpg.rf.404d820d2dfee7aa8dbe54f86c7dbac4	Can you provide the current measurement given by the voltage-dcs?	https://rahcode7.github.io/d3_IMG_5698_jpg.rf.404d820d2dfee7aa8dbe54f86c7dbac4.jpg
9116	d1_autockt_-901_png.rf.8b12cf9e7975bf343a6615dba9dc43f6	What is the present reading on the ammeter?	https://rahcode7.github.io/d1_autockt_-901_png.rf.8b12cf9e7975bf343a6615dba9dc43f6.jpg
9117	d1_autockt_-901_png.rf.8b12cf9e7975bf343a6615dba9dc43f6	What are the value depicted on the capacitors?	https://rahcode7.github.io/d1_autockt_-901_png.rf.8b12cf9e7975bf343a6615dba9dc43f6.jpg
9118	d1_autockt_-885_png.rf.a4fbdec3ff95a706578d1200901ced36	What does the capacitor show in terms of reading?	https://rahcode7.github.io/d1_autockt_-885_png.rf.a4fbdec3ff95a706578d1200901ced36.jpg
9119	d1_autockt_-885_png.rf.a4fbdec3ff95a706578d1200901ced36	What does the inductor read at the moment?	https://rahcode7.github.io/d1_autockt_-885_png.rf.a4fbdec3ff95a706578d1200901ced36.jpg
9120	d1_autockt_-885_png.rf.a4fbdec3ff95a706578d1200901ced36	Please provide the values displayed on the resistors.	https://rahcode7.github.io/d1_autockt_-885_png.rf.a4fbdec3ff95a706578d1200901ced36.jpg
9121	d3_IMG_20220810_192120_jpg.rf.634cba37bdb81fdbf707d75b6a9bea6e	What are the current reading displayed by the resistors?	https://rahcode7.github.io/d3_IMG_20220810_192120_jpg.rf.634cba37bdb81fdbf707d75b6a9bea6e.jpg
9122	d3_IMG_20220810_192120_jpg.rf.634cba37bdb81fdbf707d75b6a9bea6e	What are the value depicted on the single-cell-batterys?	https://rahcode7.github.io/d3_IMG_20220810_192120_jpg.rf.634cba37bdb81fdbf707d75b6a9bea6e.jpg
9123	d3_IMG_5691_jpg.rf.13f22db3e526eb6e5f58d46490fc7716	What does the resistors read at the moment?	https://rahcode7.github.io/d3_IMG_5691_jpg.rf.13f22db3e526eb6e5f58d46490fc7716.jpg
9124	d3_IMG_5691_jpg.rf.13f22db3e526eb6e5f58d46490fc7716	What is the current value indicated on the voltage-dc?	https://rahcode7.github.io/d3_IMG_5691_jpg.rf.13f22db3e526eb6e5f58d46490fc7716.jpg
9125	d1_electrical_136_png.rf.35298f96f28c773c13a2f58eb217c9d6	Please provide the values displayed on the resistors.	https://rahcode7.github.io/d1_electrical_136_png.rf.35298f96f28c773c13a2f58eb217c9d6.jpg
9126	d1_electrical_136_png.rf.35298f96f28c773c13a2f58eb217c9d6	What are the present reading on the voltmeters?	https://rahcode7.github.io/d1_electrical_136_png.rf.35298f96f28c773c13a2f58eb217c9d6.jpg
9127	d3_20220729_121232_jpg.rf.a3461002f2abd709d9fdd32e56ef2f85	Could you share the current reading that the inductors shows?	https://rahcode7.github.io/d3_20220729_121232_jpg.rf.a3461002f2abd709d9fdd32e56ef2f85.jpg
9128	d3_20220729_121232_jpg.rf.a3461002f2abd709d9fdd32e56ef2f85	Please provide the values displayed on the resistor.	https://rahcode7.github.io/d3_20220729_121232_jpg.rf.a3461002f2abd709d9fdd32e56ef2f85.jpg
9129	d1_autockt_-107_png.rf.8a508112902afb5f63812a17684a2d2f	What is the current value indicated on the ammeter?	https://rahcode7.github.io/d1_autockt_-107_png.rf.8a508112902afb5f63812a17684a2d2f.jpg
9130	d1_autockt_-107_png.rf.8a508112902afb5f63812a17684a2d2f	What are the value depicted on the resistors?	https://rahcode7.github.io/d1_autockt_-107_png.rf.8a508112902afb5f63812a17684a2d2f.jpg
9131	d3_31_jpg.rf.e9af39d5f293a8edae1b801388be7848	What does the current-source show in terms of reading?	https://rahcode7.github.io/d3_31_jpg.rf.e9af39d5f293a8edae1b801388be7848.jpg
9132	d3_31_jpg.rf.e9af39d5f293a8edae1b801388be7848	What are the current value indicated on the multi-cell-batterys?	https://rahcode7.github.io/d3_31_jpg.rf.e9af39d5f293a8edae1b801388be7848.jpg
9133	d3_31_jpg.rf.e9af39d5f293a8edae1b801388be7848	What does the resistors show in terms of reading?	https://rahcode7.github.io/d3_31_jpg.rf.e9af39d5f293a8edae1b801388be7848.jpg
9134	d1_autockt_-175_png.rf.09b60f8137eb3095b296292e03e55d37	What is the current reading displayed by the ammeter?	https://rahcode7.github.io/d1_autockt_-175_png.rf.09b60f8137eb3095b296292e03e55d37.jpg
9135	d1_autockt_-175_png.rf.09b60f8137eb3095b296292e03e55d37	What numerical value is being shown on the resistors?	https://rahcode7.github.io/d1_autockt_-175_png.rf.09b60f8137eb3095b296292e03e55d37.jpg
9136	d1_autockt_-175_png.rf.09b60f8137eb3095b296292e03e55d37	What is the current value indicated on the voltmeter?	https://rahcode7.github.io/d1_autockt_-175_png.rf.09b60f8137eb3095b296292e03e55d37.jpg
9137	d3_26_jpg.rf.207f30d1728d1f88b29886e6beacb37f	What numerical value is being shown on the capacitor-unpolarizeds?	https://rahcode7.github.io/d3_26_jpg.rf.207f30d1728d1f88b29886e6beacb37f.jpg
9138	d3_26_jpg.rf.207f30d1728d1f88b29886e6beacb37f	What are the current reading displayed by the resistors?	https://rahcode7.github.io/d3_26_jpg.rf.207f30d1728d1f88b29886e6beacb37f.jpg
9139	d3_26_jpg.rf.207f30d1728d1f88b29886e6beacb37f	Can you provide the current measurement given by the voltage-dc_ac?	https://rahcode7.github.io/d3_26_jpg.rf.207f30d1728d1f88b29886e6beacb37f.jpg
9140	d3_16_jpg.rf.f7e010b19e005598c800136425bd8e96	What are the current value indicated on the current-sources?	https://rahcode7.github.io/d3_16_jpg.rf.f7e010b19e005598c800136425bd8e96.jpg
9141	d3_16_jpg.rf.f7e010b19e005598c800136425bd8e96	Can you provide the current measurement given by the resistors?	https://rahcode7.github.io/d3_16_jpg.rf.f7e010b19e005598c800136425bd8e96.jpg
9142	d3_16_jpg.rf.f7e010b19e005598c800136425bd8e96	What does the voltage-dc show in terms of reading?	https://rahcode7.github.io/d3_16_jpg.rf.f7e010b19e005598c800136425bd8e96.jpg
9143	d1_autockt_-195_png.rf.b2433333ccd6a43a565a56c5ae99af4b	What is the value depicted on the ammeter?	https://rahcode7.github.io/d1_autockt_-195_png.rf.b2433333ccd6a43a565a56c5ae99af4b.jpg
9144	d1_autockt_-195_png.rf.b2433333ccd6a43a565a56c5ae99af4b	What does the resistors read at the moment?	https://rahcode7.github.io/d1_autockt_-195_png.rf.b2433333ccd6a43a565a56c5ae99af4b.jpg
9145	d2_C149_D1_P4	Is a diode placed in the line connecting junction 52 and junction 49 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9146	d2_C149_D1_P4	Is there a nor connecting junction 52 to junction 49 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9147	d2_C149_D1_P4	Is there a diode interposed between junction 52 and junction 50 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9148	d2_C149_D1_P4	Does the circuit between junction 52 and junction 50 contain a vss ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9149	d2_C149_D1_P4	Can we observe a diode between junction 51 and junction 48 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9150	d2_C149_D1_P4	Can a integrated_circuit be found between junction 51 and junction 48 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9151	d2_C149_D1_P4	Does a diode exist within the path from junction 65 to junction 64 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9152	d2_C149_D1_P4	Is there a gnd interposed between junction 65 and junction 64 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9153	d2_C149_D1_P4	Is there a diode bridging the gap between junction 51 and junction 62 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9154	d2_C149_D1_P4	Does the circuit at junction 51 involve a not leading to junction 62 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9155	d2_C149_D1_P4	Does a diode exist between junction 65 and junction 37 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9156	d2_C149_D1_P4	Does a triac occupy the space between junction 65 and junction 37 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9157	d2_C149_D1_P4	Can we observe a diode between junction 62 and junction 63 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9158	d2_C149_D1_P4	Is a nor part of the circuit between junction 62 and junction 63 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9159	d2_C149_D1_P4	Is there a diode linking junction 46 to junction 45 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9160	d2_C149_D1_P4	Is there a operational_amplifier.schmitt_trigger in the path from junction 46 to junction 45 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9161	d2_C149_D1_P4	Can we observe a diode between junction 39 and junction 38 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9162	d2_C149_D1_P4	Is a acv located along the path from junction 39 to junction 38 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9163	d2_C149_D1_P4	Is there a diode that separates junction 36 from junction 33 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9164	d2_C149_D1_P4	Is a and present in the pathway from junction 36 to junction 33 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9165	d2_C149_D1_P4	Does junction 62 have a diode leading to junction 33 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9166	d2_C149_D1_P4	Is there a socket that separates junction 62 from junction 33 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9167	d2_C149_D1_P4	Can you confirm the existence of a diode between junction 36 and junction 32 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9168	d2_C149_D1_P4	Does the circuit at junction 36 involve a capacitor.adjustable leading to junction 32 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9169	d2_C149_D1_P4	Does the circuit between junction 35 and junction 34 contain a diode ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9170	d2_C149_D1_P4	Can a triac be found between junction 35 and junction 34 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9171	d2_C149_D1_P4	Does junction 61 have a diode leading to junction 31 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9172	d2_C149_D1_P4	Is there integrated_circuit in the connection between junction 61 and junction 31 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9173	d2_C149_D1_P4	Does a diode occupy the space between junction 11 and junction 12 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9174	d2_C149_D1_P4	Is there any resistance between junction 11 and junction 12 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9175	d2_C149_D1_P4	Can you confirm the presence of a diode between junction 25 and junction 28 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9176	d2_C149_D1_P4	Is a inductor.ferrite present in the pathway from junction 25 to junction 28 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9177	d2_C149_D1_P4	Does junction 25 connect to junction 18 through a diode ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9178	d2_C149_D1_P4	Does the circuit between junction 25 and junction 18 contain a xnor ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9179	d2_C149_D1_P4	Is there a diode interposed between junction 27 and junction 18 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9180	d2_C149_D1_P4	Is a block located along the path from junction 27 to junction 18 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9181	d2_C149_D1_P4	Is there a transformer connecting junction 35 to junction 9 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9182	d2_C149_D1_P4	Is there any resistance present between junction 35 and junction 9 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9183	d2_C149_D1_P4	Does a capacitor.polarized occupy the space between junction 27 and junction 17 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9184	d2_C149_D1_P4	Is there a arr linking junction 27 to junction 17 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9185	d2_C149_D1_P4	Is there optocoupler in the path between junction 55 and junction 44 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9186	d2_C149_D1_P4	Is a diode.light_emitting placed in the line connecting junction 55 and junction 44 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9187	d2_C149_D1_P4	Is there a optocoupler bridging the gap between junction 43 and junction 41 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9188	d2_C149_D1_P4	Is there a capacitor in the path from junction 43 to junction 41 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9189	d2_C149_D1_P4	Is there a optocoupler present from junction 42 to junction 25 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9190	d2_C149_D1_P4	Does a voltage-ac exist within the path from junction 42 to junction 25 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9191	d2_C149_D1_P4	Does junction 38 have a resistor leading to junction 31 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9192	d2_C149_D1_P4	Is a current-source situated between junction 38 and junction 31 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9193	d2_C149_D1_P4	Is a crossover present in the pathway from junction 49 to junction 50 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9194	d2_C149_D1_P4	Can we observe a inductor between junction 49 and junction 50 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9195	d2_C149_D1_P4	Is there any resistance between junction 2 and junction 4 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9196	d2_C149_D1_P4	Does the circuit between junction 2 and junction 4 contain a probe.voltage ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9197	d2_C149_D1_P4	Is a crossover placed in the line connecting junction 64 and junction 37 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9198	d2_C149_D1_P4	Is there diode.light_emitting in the path between junction 64 and junction 37 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9199	d2_C149_D1_P4	Does junction 4 have a crossover leading to junction 6 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9200	d2_C149_D1_P4	Can you confirm the presence of a inductor.coupled between junction 4 and junction 6 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9201	d2_C149_D1_P4	Is there a crossover in the path from junction 6 to junction 8 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9202	d2_C149_D1_P4	Does a voltage-dc_ac exist within the path from junction 6 to junction 8 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9203	d2_C149_D1_P4	Can you confirm the existence of a crossover between junction 15 and junction 11 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9204	d2_C149_D1_P4	Is there any resistance present between junction 15 and junction 11 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9205	d2_C149_D1_P4	Does junction 23 connect to junction 28 through a crossover ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9206	d2_C149_D1_P4	Is a speaker placed in the line connecting junction 23 and junction 28 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9207	d2_C149_D1_P4	Is there a switch linking junction 3 to junction 14 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9208	d2_C149_D1_P4	Is there a vss interposed between junction 3 and junction 14 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9209	d2_C149_D1_P4	Does junction 5 have a switch leading to junction 14 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9210	d2_C149_D1_P4	Is a diode.zener located along the path from junction 5 to junction 14 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9211	d2_C149_D1_P4	Does the circuit between junction 4 and junction 14 contain a switch ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9212	d2_C149_D1_P4	Is there any resistance present between junction 4 and junction 14 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9213	d2_C149_D1_P4	Does a crossover exist within the path from junction 33 to junction 32 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9214	d2_C149_D1_P4	Is there terminal in the connection between junction 33 and junction 32 ?	https://rahcode7.github.io/d2_C149_D1_P4.jpg
9215	d2_C180_D1_P4	Is a resistor placed in the line connecting junction 14 and junction 21 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9216	d2_C180_D1_P4	Is there a nor connecting junction 14 to junction 21 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9217	d2_C180_D1_P4	Is there a resistor interposed between junction 40 and junction 10 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9218	d2_C180_D1_P4	Does the circuit between junction 40 and junction 10 contain a vss ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9219	d2_C180_D1_P4	Can we observe a capacitor.polarized between junction 33 and junction 54 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9220	d2_C180_D1_P4	Can a inductor be found between junction 33 and junction 54 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9221	d2_C180_D1_P4	Does a resistor.adjustable exist within the path from junction 15 to junction 17 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9222	d2_C180_D1_P4	Is there a diode interposed between junction 15 and junction 17 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9223	d2_C180_D1_P4	Is there a switch bridging the gap between junction 34 and junction 9 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9224	d2_C180_D1_P4	Does the circuit at junction 34 involve a not leading to junction 9 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9225	d2_C180_D1_P4	Does a diode.light_emitting exist between junction 16 and junction 17 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9226	d2_C180_D1_P4	Does a transistor occupy the space between junction 16 and junction 17 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9227	d2_C180_D1_P4	Can we observe a crossover between junction 22 and junction 52 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9228	d2_C180_D1_P4	Is a nor part of the circuit between junction 22 and junction 52 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9229	d2_C180_D1_P4	Is there a crossover linking junction 21 to junction 52 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9230	d2_C180_D1_P4	Is there a operational_amplifier.schmitt_trigger in the path from junction 21 to junction 52 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9231	d2_C180_D1_P4	Can we observe a voltage.battery between junction 9 and junction 55 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9232	d2_C180_D1_P4	Is a voltage-dc_ac located along the path from junction 9 to junction 55 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9233	d2_C180_D1_P4	Is there a crossover that separates junction 43 from junction 40 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9234	d2_C180_D1_P4	Is a and present in the pathway from junction 43 to junction 40 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9235	d2_C180_D1_P4	Does junction 40 have a crossover leading to junction 25 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9236	d2_C180_D1_P4	Is there a socket that separates junction 40 from junction 25 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9237	d2_C180_D1_P4	Can you confirm the existence of a crossover between junction 43 and junction 25 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9238	d2_C180_D1_P4	Does the circuit at junction 43 involve a capacitor.adjustable leading to junction 25 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9239	d2_C180_D1_P4	Does the circuit between junction 43 and junction 40 contain a crossover ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9240	d2_C180_D1_P4	Can a triac be found between junction 43 and junction 40 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9241	d2_C180_D1_P4	Does junction 43 have a crossover leading to junction 40 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9242	d2_C180_D1_P4	Is there integrated_circuit in the connection between junction 43 and junction 40 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9243	d2_C180_D1_P4	Does a crossover occupy the space between junction 52 and junction 43 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9244	d2_C180_D1_P4	Is there any resistance between junction 52 and junction 43 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9245	d2_C180_D1_P4	Can you confirm the presence of a crossover between junction 41 and junction 52 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9246	d2_C180_D1_P4	Is a inductor.ferrite present in the pathway from junction 41 to junction 52 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9247	d2_C180_D1_P4	Does junction 53 connect to junction 40 through a crossover ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9248	d2_C180_D1_P4	Does the circuit between junction 53 and junction 40 contain a xnor ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9249	d2_C180_D1_P4	Is there a crossover interposed between junction 24 and junction 22 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9250	d2_C180_D1_P4	Is a block located along the path from junction 24 to junction 22 ?	https://rahcode7.github.io/d2_C180_D1_P4.jpg
9251	d2_C177_D1_P1	Is a voltage.battery placed in the line connecting junction 4 and junction 6 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9252	d2_C177_D1_P1	Is there a nor connecting junction 4 to junction 6 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9253	d2_C177_D1_P1	Is there a diode interposed between junction 28 and junction 25 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9254	d2_C177_D1_P1	Does the circuit between junction 28 and junction 25 contain a vss ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9255	d2_C177_D1_P1	Can we observe a diode between junction 26 and junction 28 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9256	d2_C177_D1_P1	Can a integrated_circuit be found between junction 26 and junction 28 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9257	d2_C177_D1_P1	Does a transformer exist within the path from junction 32 to junction 13 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9258	d2_C177_D1_P1	Is there a diode interposed between junction 32 and junction 13 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9259	d2_C177_D1_P1	Is there a resistor bridging the gap between junction 7 and junction 5 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9260	d2_C177_D1_P1	Does the circuit at junction 7 involve a not leading to junction 5 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9261	d2_C177_D1_P1	Does a diode exist between junction 17 and junction 25 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9262	d2_C177_D1_P1	Does a triac occupy the space between junction 17 and junction 25 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9263	d2_C177_D1_P1	Can we observe a crossover between junction 21 and junction 18 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9264	d2_C177_D1_P1	Is a nor part of the circuit between junction 21 and junction 18 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9265	d2_C177_D1_P1	Is there a resistor linking junction 10 to junction 7 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9266	d2_C177_D1_P1	Is there a operational_amplifier.schmitt_trigger in the path from junction 10 to junction 7 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9267	d2_C177_D1_P1	Can we observe a capacitor-unpolarized between junction 5 and junction 2 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9268	d2_C177_D1_P1	Is a acv located along the path from junction 5 to junction 2 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9269	d2_C177_D1_P1	Is there a capacitor-unpolarized that separates junction 9 from junction 31 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9270	d2_C177_D1_P1	Is a and present in the pathway from junction 9 to junction 31 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9271	d2_C177_D1_P1	Does junction 3 have a capacitor.polarized leading to junction 5 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9272	d2_C177_D1_P1	Is there a single-cell-battery that separates junction 3 from junction 5 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9273	d2_C177_D1_P1	Can you confirm the existence of a diode.light_emitting between junction 7 and junction 29 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9274	d2_C177_D1_P1	Does the circuit at junction 7 involve a capacitor.polarized leading to junction 29 ?	https://rahcode7.github.io/d2_C177_D1_P1.jpg
9275	d2_C270_D1_P2	Is a transistor.bjt placed in the line connecting junction 5 and junction 16 ?	https://rahcode7.github.io/d2_C270_D1_P2.jpg
9276	d2_C270_D1_P2	Is there a nor connecting junction 5 to junction 16 ?	https://rahcode7.github.io/d2_C270_D1_P2.jpg
9277	d2_C9_D2_P2	Is a resistor placed in the line connecting junction 6 and junction 5 ?	https://rahcode7.github.io/d2_C9_D2_P2.jpg
9278	d2_C9_D2_P2	Is there a nor connecting junction 6 to junction 5 ?	https://rahcode7.github.io/d2_C9_D2_P2.jpg
9279	d2_C192_D1_P3	Is a switch placed in the line connecting junction 22 and junction 13 ?	https://rahcode7.github.io/d2_C192_D1_P3.jpg
9280	d2_C192_D1_P3	Is there a nor connecting junction 22 to junction 13 ?	https://rahcode7.github.io/d2_C192_D1_P3.jpg
